CityCode;CountryCode;Names;UtcOffset;TimeZoneId
XHT;NO;Arna;+01:00;Europe/Oslo
XHU;GB;Huntingdon;+00:00;Europe/London
XHV;RO;Brasov;+02:00;Europe/Bucharest
XHY;FR;Hendaye;+01:00;Europe/Paris
XJA;NO;Alvdal;+01:00;Europe/Oslo
XJK;LT;Klaipeda/Palanga;+02:00;Europe/Vilnius
XJO;ES;Soria;+01:00;Europe/Madrid
XJR;ES;Lorca;+01:00;Europe/Madrid
XJZ;FR;St-Jean-De-Luz;+01:00;Europe/Paris
XKB;NO;Kongsberg;+01:00;Europe/Oslo
XKC;NO;Sandnes;+01:00;Europe/Oslo
XKD;NO;Halden;+01:00;Europe/Oslo
XKE;NO;Rena;+01:00;Europe/Oslo
XKF;NO;Fredrikstad;+01:00;Europe/Oslo
XKG;NO;Grong;+01:00;Europe/Oslo
XKI;NO;Lillestrom;+01:00;Europe/Oslo
XKJ;NO;Steinkjer;+01:00;Europe/Oslo
XKK;NO;Larvik;+01:00;Europe/Oslo
XKM;NO;Moss;+01:00;Europe/Oslo
XKN;NO;Finse;+01:00;Europe/Oslo
XKP;NO;Porsgrunn;+01:00;Europe/Oslo
XKQ;NO;Sarpsborg;+01:00;Europe/Oslo
XKU;TR;Kusadasi;+03:00;Europe/Istanbul
XKW;NO;Tonsberg;+01:00;Europe/Oslo
XKZ;NO;Vinstra;+01:00;Europe/Oslo
XLA;FR;La Bastide Puylaurent Off-Line Poin;+01:00;Europe/Paris
XLD;FR;Landerneau;+01:00;Europe/Paris
XLE;FR;Lens;+01:00;Europe/Paris
XLG;FR;Lognes;+01:00;Europe/Paris
XLH;FR;Luchon;+01:00;Europe/Paris
XLI;FR;St-Louis;+01:00;Europe/Paris
XLL;FR;Lons-Le-Saunier;+01:00;Europe/Paris
XLN;FR;Laon;+01:00;Europe/Paris
XLR;FR;Libourne;+01:00;Europe/Paris
XLT;FR;Ax-Les-Thermes;+01:00;Europe/Paris
XLW;DE;Lemwerder;+01:00;Europe/Berlin
XLX;FR;Lisieux;+01:00;Europe/Paris
XME;FR;Maubeuge;+01:00;Europe/Paris
XMF;FR;Montbeliard;+01:00;Europe/Paris
XMJ;FR;Mont-De-Marsan;+01:00;Europe/Paris
XMK;FR;Montelimar;+01:00;Europe/Paris
XMM;MC;Monte-Carlo;+01:00;Europe/Monaco
XMO;FR;Modane;+01:00;Europe/Paris
XMQ;FR;Morzine;+01:00;Europe/Paris
XMR;FR;Marmande;+01:00;Europe/Paris
XMT;FR;Menton;+01:00;Europe/Paris
XMU;FR;Moulins;+01:00;Europe/Paris
XMW;FR;Montauban;+01:00;Europe/Paris
XMZ;GB;Macclesfield;+00:00;Europe/London
XND;NO;Drammen;+01:00;Europe/Oslo
XNE;GB;Newport;+00:00;Europe/London
XNK;GB;Newark North Gate;+00:00;Europe/London
XNO;GB;Northallerton;+00:00;Europe/London
XNR;DK;Aabenraa;+01:00;Europe/Copenhagen
XNV;GB;Nuneaton;+00:00;Europe/London
XOA;DK;Aalbaek;+01:00;Europe/Copenhagen
XOB;NO;Bryne;+01:00;Europe/Oslo
XOD;NO;Oppdal;+01:00;Europe/Oslo
XOG;FR;Orange;+01:00;Europe/Paris
XOH;AT;Kitzbuehel;+01:00;Europe/Vienna
XOI;AT;Ischgl;+01:00;Europe/Vienna
XOL;NO;Myrdal;+01:00;Europe/Oslo
XOO;AT;Soelden;+01:00;Europe/Vienna
XOQ;NO;Sira;+01:00;Europe/Oslo
XOR;NO;Otta;+01:00;Europe/Oslo
XOU;ES;Segovia Guiomar;+01:00;Europe/Madrid
XOW;AT;Seefeld;+01:00;Europe/Vienna
XOY;FR;Aulnoye-Aymeries;+01:00;Europe/Paris
XPF;GB;Penrith;+00:00;Europe/London
XPI;FR;Gare Perpignan Sncf;+01:00;Europe/Paris
XPM;FR;Pontorson/Mt-St-Michel;+01:00;Europe/Paris
XPS;FR;Provins;+01:00;Europe/Paris
XPT;GB;Preston;+00:00;Europe/London
XPV;FR;Port-Vendres;+01:00;Europe/Paris
XPW;GB;Didcot Parkway;+00:00;Europe/London
XPY;FI;Pyha;+02:00;Europe/Helsinki
XQB;GB;Basingstoke;+00:00;Europe/London
XQD;GB;Bedford;+00:00;Europe/London
XQG;GB;Berwick-Upon-Tweed;+00:00;Europe/London
XQL;GB;Lancaster;+00:00;Europe/London
XQM;GB;Market Harborough;+00:00;Europe/London
XQS;FI;Sotkamo;+02:00;Europe/Helsinki
XQT;GB;Lichfield;+00:00;Europe/London
XQW;GB;Motherwell;+00:00;Europe/London
XQY;FR;St-Quentin-En-Yvelines;+01:00;Europe/Paris
XRA;DK;Graasten;+01:00;Europe/Copenhagen
XRC;GB;Runcorn;+00:00;Europe/London
XRD;NO;Egersund;+01:00;Europe/Oslo
XRE;GB;Reading;+00:00;Europe/London
XRG;GB;Rugeley;+00:00;Europe/London
XRI;FR;Riom;+01:00;Europe/Paris
XRM;FR;Armentieres;+01:00;Europe/Paris
XRN;FR;Redon;+01:00;Europe/Paris
XRO;FR;La Roche Sur Yon;+01:00;Europe/Paris
XRS;FR;Les Arcs;+01:00;Europe/Paris
XRT;FR;Rambouillet;+01:00;Europe/Paris
XRU;GB;Rugby;+00:00;Europe/London
XRV;FR;Lyon;+01:00;Europe/Paris
XRX;FR;Roubaix;+01:00;Europe/Paris
XRY;ES;Jerez;+01:00;Europe/Madrid
XRZ;FR;Arras;+01:00;Europe/Paris
XSA;AL;Sarande;+01:00;Europe/Tirane
XSF;FR;Sens;+01:00;Europe/Paris
XSG;FR;St Omer;+01:00;Europe/Paris
XSJ;FR;St-Quentin;+01:00;Europe/Paris
XSK;FR;St-Raphael;+01:00;Europe/Paris
XSL;FR;Sarlat;+01:00;Europe/Paris
XSN;FR;Sallanches;+01:00;Europe/Paris
XSQ;FR;Selestat;+01:00;Europe/Paris
XSR;GB;Salisbury;+00:00;Europe/London
XSS;FR;Soissons;+01:00;Europe/Paris
XST;FR;Saintes;+01:00;Europe/Paris
XSU;FR;Saumur;+01:00;Europe/Paris
XSV;FR;Senlis;+01:00;Europe/Paris
XSW;FR;Sedan;+01:00;Europe/Paris
XSX;FR;Seclin;+01:00;Europe/Paris
XSY;FR;Sete;+01:00;Europe/Paris
XSZ;PT;Setubal;+00:00;Europe/Lisbon
XTB;FR;Tarbes;+01:00;Europe/Paris
XTC;FR;St-Claude;+01:00;Europe/Paris
XTE;FR;Latour-De-Carol;+01:00;Europe/Paris
XTH;FR;Thionville;+01:00;Europe/Paris
XTJ;ES;Toledo;+01:00;Europe/Madrid
XTK;GB;Thirsk;+00:00;Europe/London
XTN;FR;Tourcoing;+01:00;Europe/Paris
XTP;FI;Tampere;+02:00;Europe/Helsinki
XTS;FR;Thonon-Les-Bains;+01:00;Europe/Paris
XTT;FR;Paris Arc De Triomphe;+01:00;Europe/Paris
XTU;FR;Tulle;+01:00;Europe/Paris
XTZ;FI;Turku;+02:00;Europe/Helsinki
XUB;NO;Berkak;+01:00;Europe/Oslo
XUC;NO;Elverum;+01:00;Europe/Oslo
XUE;NO;Heimdal;+01:00;Europe/Oslo
XUF;ES;Cartagena;+01:00;Europe/Madrid
XUG;NO;Holmestrand;+01:00;Europe/Oslo
XUH;NO;Levanger;+01:00;Europe/Oslo
XUI;NO;Lysaker;+01:00;Europe/Oslo
XUJ;NO;Moelv;+01:00;Europe/Oslo
XUL;NO;Nesbyen;+01:00;Europe/Oslo
XUM;NO;Neslandsvatn;+01:00;Europe/Oslo
XUO;NO;Nordagutu;+01:00;Europe/Oslo
XUQ;NO;Ringebu;+01:00;Europe/Oslo
XUR;NO;Skoppum;+01:00;Europe/Oslo
XUS;NO;Snartemo;+01:00;Europe/Oslo
XUU;NO;Stjordal;+01:00;Europe/Oslo
XUV;NO;Storekvina;+01:00;Europe/Oslo
XUW;NO;Storen;+01:00;Europe/Oslo
XUX;NO;Ustaoset;+01:00;Europe/Oslo
XUY;FR;Auray;+01:00;Europe/Paris
XVA;GB;Stockport;+00:00;Europe/London
XVB;GB;Stafford;+00:00;Europe/London
XVC;GB;Crewe;+00:00;Europe/London
XVD;FR;Vendome;+01:00;Europe/Paris
XVE;FR;Versailles;+01:00;Europe/Paris
XVF;FR;Villefranche-Sur-Saone;+01:00;Europe/Paris
XVG;GB;Darlington;+00:00;Europe/London
XVH;GB;Peterborough;+00:00;Europe/London
XVI;FR;Vienne;+01:00;Europe/Paris
XVJ;GB;Stevenage;+00:00;Europe/London
XVK;NO;Voss;+01:00;Europe/Oslo
XVM;FI;Vuokatti;+02:00;Europe/Helsinki
XVN;FR;Verdun;+01:00;Europe/Paris
XVO;FR;Vesoul;+01:00;Europe/Paris
XVP;FR;Villepinte;+01:00;Europe/Paris
XVR;FR;Valloire;+01:00;Europe/Paris
XVS;FR;Valenciennes;+01:00;Europe/Paris
XVT;FR;Vitre;+01:00;Europe/Paris
XVW;GB;Wolverhampton;+00:00;Europe/London
XVX;DK;Vejle;+01:00;Europe/Copenhagen
XVZ;FR;Vierzon;+01:00;Europe/Paris
XWB;GB;Stirling;+00:00;Europe/London
XWD;GB;Wakefield Westgate;+00:00;Europe/London
XWE;GB;Wellingborough;+00:00;Europe/London
XWH;GB;Stoke-On-Trent;+00:00;Europe/London
XWI;GB;Wigan North Western;+00:00;Europe/London
XWM;SE;Hallsberg;+01:00;Europe/Stockholm
XWN;GB;Warrington B.Q.;+00:00;Europe/London
XWO;GB;Woking;+00:00;Europe/London
XWP;SE;Hassleholm;+01:00;Europe/Stockholm
XWQ;SE;Enkoping;+01:00;Europe/Stockholm
XWS;GB;Swindon;+00:00;Europe/London
XWV;SE;Varberg;+01:00;Europe/Stockholm
XWX;SE;Nassjo;+01:00;Europe/Stockholm
XWZ;SE;Nykoping C;+01:00;Europe/Stockholm
XXA;SE;Alvesta;+01:00;Europe/Stockholm
XXC;NO;Bo;+01:00;Europe/Oslo
XXD;SE;Degerfors;+01:00;Europe/Stockholm
XXE;NO;Vennesla;+01:00;Europe/Oslo
XXG;NO;Verdal;+01:00;Europe/Oslo
XXI;SE;Koping;+01:00;Europe/Stockholm
XXK;SE;Katrineholm C;+01:00;Europe/Stockholm
XXL;NO;Lillehammer;+01:00;Europe/Oslo
XXM;SE;Mjolby;+01:00;Europe/Stockholm
XXN;SE;Kil;+01:00;Europe/Stockholm
XXO;SE;Leksand;+01:00;Europe/Stockholm
XXP;DE;Potsdam;+01:00;Europe/Berlin
XXR;NO;Al;+01:00;Europe/Oslo
XXT;SE;Arboga;+01:00;Europe/Stockholm
XXU;SE;Hedemora;+01:00;Europe/Stockholm
XXV;SE;Kumla;+01:00;Europe/Stockholm
XXW;PL;Generic Rail Poland;+01:00;Europe/Warsaw
XYC;SE;Herrljunga;+01:00;Europe/Stockholm
XYF;SE;Falkoping C;+01:00;Europe/Stockholm
XYI;SE;Flen;+01:00;Europe/Stockholm
XYM;SE;Falkenberg;+01:00;Europe/Stockholm
XYN;SE;Kristinehamn;+01:00;Europe/Stockholm
XYO;SE;Karlshamn;+01:00;Europe/Stockholm
XYP;SE;Avesta Krylbo;+01:00;Europe/Stockholm
XYU;SE;Solvesborg;+01:00;Europe/Stockholm
XYX;SE;Sala;+01:00;Europe/Stockholm
XYY;SE;Arvika;+01:00;Europe/Stockholm
XZD;NO;Kongsvinger;+01:00;Europe/Oslo
XZE;DE;Rail (Generic);+01:00;Europe/Berlin
XZQ;SE;Rail (Generic);+01:00;Europe/Stockholm
XZY;DE;Alzey;+01:00;Europe/Berlin
YEI;TR;Bursa;+03:00;Europe/Istanbul
YEO;GB;Yeovilton;+00:00;Europe/London
YKO;TR;Hakkari;+03:00;Europe/Istanbul
YLI;FI;Ylivieska;+02:00;Europe/Helsinki
YVH;NO;Hjerkinn;+01:00;Europe/Oslo
YVK;NO;Koppang;+01:00;Europe/Oslo
YVS;NO;Ski;+01:00;Europe/Oslo
ZAD;HR;Zadar;+01:00;Europe/Zagreb
ZAF;FR;Arles;+01:00;Europe/Paris
ZAG;HR;Zagreb;+01:00;Europe/Zagreb
ZAK;IT;Chiusa/Klausen;+01:00;Europe/Rome
ZAN;GR;Agios Nikolaos;+02:00;Europe/Athens
ZAO;FR;Cahors;+01:00;Europe/Paris
ZAP;CH;Appenzell;+01:00;Europe/Zurich
ZAU;DE;Aue;+01:00;Europe/Berlin
ZAV;PT;Aveiro;+00:00;Europe/Lisbon
ZAW;DK;Nykobing Mors;+01:00;Europe/Copenhagen
ZAZ;ES;Zaragoza;+01:00;Europe/Madrid
ZBE;CZ;Zabreh;+01:00;Europe/Prague
ZBG;PL;Elblag;+01:00;Europe/Warsaw
ZBH;FR;Severac-Le-Chateau;+01:00;Europe/Paris
ZBJ;DK;Fredericia;+01:00;Europe/Copenhagen
ZBK;ME;Zabljak;+01:00;Europe/Podgorica
ZBT;DK;Kolding;+01:00;Europe/Copenhagen
ZBX;HU;Szombathely;+01:00;Europe/Budapest
ZCB;DE;Aschaffenburg Hbf;+01:00;Europe/Berlin
ZCD;DE;Bamberg;+01:00;Europe/Berlin
ZCG;DE;Bergisch Gladbach;+01:00;Europe/Berlin
ZCH;DE;Bergkamen;+01:00;Europe/Berlin
ZCI;DE;Bocholt;+01:00;Europe/Berlin
ZCN;DE;Celle;+01:00;Europe/Berlin
ZCS;DE;Darmstadt;+01:00;Europe/Berlin
ZCT;DE;Delmenhorst;+01:00;Europe/Berlin
ZCV;DE;Dinslaken;+01:00;Europe/Berlin
ZCW;DE;Dormagen;+01:00;Europe/Berlin
ZCZ;DE;Erlangen;+01:00;Europe/Berlin
ZDA;CH;Aarau;+01:00;Europe/Zurich
ZDB;CH;Adelboden;+01:00;Europe/Zurich
ZDC;CH;Aigle;+01:00;Europe/Zurich
ZDD;CH;Arbon;+01:00;Europe/Zurich
ZDE;CH;Arosa;+01:00;Europe/Zurich
ZDG;CH;Baden;+01:00;Europe/Zurich
ZDI;CH;Bellinzona;+01:00;Europe/Zurich
ZDK;CH;Biel/Bienne;+01:00;Europe/Zurich
ZDL;CH;Brig;+01:00;Europe/Zurich
ZDO;CH;Buchs Sg;+01:00;Europe/Zurich
ZDP;CH;Burgdorf;+01:00;Europe/Zurich
ZDQ;CH;Champery;+01:00;Europe/Zurich
ZDR;CH;Chateau-D'oex;+01:00;Europe/Zurich
ZDS;CH;Chiasso;+01:00;Europe/Zurich
ZDT;CH;Chur;+01:00;Europe/Zurich
ZDV;CH;Davos Dorf;+01:00;Europe/Zurich
ZDW;CH;Delemont;+01:00;Europe/Zurich
ZDX;CH;Dietikon;+01:00;Europe/Zurich
ZDZ;CH;Einsiedeln;+01:00;Europe/Zurich
ZED;DE;Euskirchen;+01:00;Europe/Berlin
ZEE;DE;Fulda;+01:00;Europe/Berlin
ZEI;DE;Garmisch-Partenkirchen;+01:00;Europe/Berlin
ZEJ;DE;Gelsenkirchen Hbf;+01:00;Europe/Berlin
ZEQ;GB;Dewsbury;+00:00;Europe/London
ZES;DE;Goeppingen;+01:00;Europe/Berlin
ZET;DE;Goslar;+01:00;Europe/Berlin
ZEU;DE;Goettingen;+01:00;Europe/Berlin
ZEW;DE;Gummersbach;+01:00;Europe/Berlin
ZEY;DE;Hagen Hbf;+01:00;Europe/Berlin
ZEZ;DE;Hameln;+01:00;Europe/Berlin
ZFH;GB;Milton Keynes;+00:00;Europe/London
ZFI;GB;Chesterfield;+00:00;Europe/London
ZFK;DK;Guderup;+01:00;Europe/Copenhagen
ZFP;HU;Veszprem;+01:00;Europe/Budapest
ZFR;DE;Frankfurt (Oder);+01:00;Europe/Berlin
ZGA;DE;Gera Hbf;+01:00;Europe/Berlin
ZGE;DE;Goerlitz;+01:00;Europe/Berlin
ZGK;BE;Leuven;+01:00;Europe/Brussels
ZGO;DE;Gotha;+01:00;Europe/Berlin
ZGP;BE;Mechelen;+01:00;Europe/Brussels
ZGQ;BE;Tournai;+01:00;Europe/Brussels
ZGT;DE;Gerstungen;+01:00;Europe/Berlin
ZGV;BE;Wavre;+01:00;Europe/Brussels
ZGW;DE;Greifswald;+01:00;Europe/Berlin
ZGX;DK;Viborg;+01:00;Europe/Copenhagen
ZGZ;DE;Fict Point/Aa2 German Rail Pass;+01:00;Europe/Berlin
ZHB;CH;Engelberg;+01:00;Europe/Zurich
ZHD;CH;Fluelen;+01:00;Europe/Zurich
ZHE;CH;Frauenfeld;+01:00;Europe/Zurich
ZHF;CH;Fribourg;+01:00;Europe/Zurich
ZHG;CH;Glarus;+01:00;Europe/Zurich
ZHH;CH;Gossau Sg;+01:00;Europe/Zurich
ZHI;CH;Grenchen Sued;+01:00;Europe/Zurich
ZHJ;CH;Grindelwald;+01:00;Europe/Zurich
ZHK;CH;Gstaad;+01:00;Europe/Zurich
ZHL;CH;Heerbrugg;+01:00;Europe/Zurich
ZHN;CH;Herzogenbuchsee;+01:00;Europe/Zurich
ZHQ;DE;Halberstadt;+01:00;Europe/Berlin
ZHR;CH;Kandersteg;+01:00;Europe/Zurich
ZHS;CH;Klosters;+01:00;Europe/Zurich
ZHU;CH;Kreuzlingen;+01:00;Europe/Zurich
ZHV;CH;La Chaux-De-Fonds;+01:00;Europe/Zurich
ZHW;CH;Langenthal;+01:00;Europe/Zurich
ZIA;RU;Zhukovsky;+03:00;Europe/Moscow
ZIB;DK;Nyborg;+01:00;Europe/Copenhagen
ZIE;IT;Vulcano Island;+01:00;Europe/Rome
ZIJ;DK;Nykoing Sjaelland;+01:00;Europe/Copenhagen
ZIL;DK;Horsens;+01:00;Europe/Copenhagen
ZIN;CH;Interlaken Ost;+01:00;Europe/Zurich
ZIO;DE;Solingen;+01:00;Europe/Berlin
ZIP;IT;Lipari Island;+01:00;Europe/Rome
ZIQ;IT;Salina Island;+01:00;Europe/Rome
ZIR;DK;Randers;+01:00;Europe/Copenhagen
ZIT;DE;Zittau;+01:00;Europe/Berlin
ZIW;DE;Kehl;+01:00;Europe/Berlin
ZJA;CH;Le Locle;+01:00;Europe/Zurich
ZJC;CH;Lenzburg;+01:00;Europe/Zurich
ZJD;CH;Lenzerheide/Lai;+01:00;Europe/Zurich
ZJE;IT;Panarea Island;+01:00;Europe/Rome
ZJI;CH;Locarno;+01:00;Europe/Zurich
ZJJ;IT;Procida;+01:00;Europe/Rome
ZJL;CH;Lyss;+01:00;Europe/Zurich
ZJM;CH;Martigny;+01:00;Europe/Zurich
ZJP;CH;Montreux;+01:00;Europe/Zurich
ZJQ;CH;Morges;+01:00;Europe/Zurich
ZJS;DE;Jena;+01:00;Europe/Berlin
ZJU;CH;Olten;+01:00;Europe/Zurich
ZJV;CH;Pontresina;+01:00;Europe/Zurich
ZJW;CH;Rapperswil;+01:00;Europe/Zurich
ZJX;IT;Stromboli Island;+01:00;Europe/Rome
ZJY;IT;Ponza;+01:00;Europe/Rome
ZJZ;CH;Rorschach;+01:00;Europe/Zurich
ZKA;CH;Sargans;+01:00;Europe/Zurich
ZKC;CH;Sarnen;+01:00;Europe/Zurich
ZKF;CH;St Margrethen;+01:00;Europe/Zurich
ZKI;CH;Saas-Fee;+01:00;Europe/Zurich
ZKJ;CH;Schaffhausen;+01:00;Europe/Zurich
ZKK;CH;Schwyz;+01:00;Europe/Zurich
ZKO;CH;Sierre/Siders;+01:00;Europe/Zurich
ZKQ;ME;Kotor;+01:00;Europe/Podgorica
ZKR;GR;Karlovasion;+02:00;Europe/Athens
ZKS;CH;Solothurn;+01:00;Europe/Zurich
ZKT;GR;Komotini;+02:00;Europe/Athens
ZKU;CH;Sursee;+01:00;Europe/Zurich
ZKV;CH;Thalwil;+01:00;Europe/Zurich
ZKW;CH;Wetzikon;+01:00;Europe/Zurich
ZKX;CH;Uzwil;+01:00;Europe/Zurich
ZKY;CH;Verbier;+01:00;Europe/Zurich
ZKZ;CH;Vevey;+01:00;Europe/Zurich
ZLA;CH;Villars-Sur-Ollon;+01:00;Europe/Zurich
ZLB;CH;Visp;+01:00;Europe/Zurich
ZLC;CH;Waedenswil;+01:00;Europe/Zurich
ZLD;CH;Weinfelden;+01:00;Europe/Zurich
ZLE;CH;Wengen;+01:00;Europe/Zurich
ZLF;CH;Wettingen;+01:00;Europe/Zurich
ZLG;HU;Zalaegerszeg Ma;+01:00;Europe/Budapest
ZLH;CH;Wil;+01:00;Europe/Zurich
ZLI;CH;Winterthur;+01:00;Europe/Zurich
ZLJ;CH;Yverdon-Les-Bains;+01:00;Europe/Zurich
ZLL;CH;Zofingen;+01:00;Europe/Zurich
ZLM;CH;Zug;+01:00;Europe/Zurich
ZLU;DE;Ludwigslust;+01:00;Europe/Berlin
ZLV;FI;Luosto;+02:00;Europe/Helsinki
ZMA;GB;Mansfield;+00:00;Europe/London
ZMC;PL;Miedzyzdroje;+01:00;Europe/Warsaw
ZMO;IT;Modena;+01:00;Europe/Rome
ZMQ;NO;Raufoss;+01:00;Europe/Oslo
ZMR;IT;Merano/Meran;+01:00;Europe/Rome
ZMW;DK;Brande;+01:00;Europe/Copenhagen
ZMX;NO;Tynset;+01:00;Europe/Oslo
ZMZ;NO;Bjerka;+01:00;Europe/Oslo
ZNB;DE;Hamm;+01:00;Europe/Berlin
ZNF;DE;Hanau;+01:00;Europe/Berlin
ZNI;DE;Heidenhiem;+01:00;Europe/Berlin
ZNJ;DE;Heilbronn;+01:00;Europe/Berlin
ZNK;DE;Herford;+01:00;Europe/Berlin
ZNO;DE;Hildesheim;+01:00;Europe/Berlin
ZNS;DE;Kempten;+01:00;Europe/Berlin
ZNV;DE;Koblenz;+01:00;Europe/Berlin
ZNW;DE;Limburg;+01:00;Europe/Berlin
ZOA;DE;Leverkusen;+01:00;Europe/Berlin
ZOB;ES;Zamora;+01:00;Europe/Madrid
ZOD;DE;Ludwigsburg;+01:00;Europe/Berlin
ZOG;DE;Lueneburg;+01:00;Europe/Berlin
ZOI;DE;Marburg A. D. Lahn;+01:00;Europe/Berlin
ZOJ;DE;Marl;+01:00;Europe/Berlin
ZOM;DE;Minden;+01:00;Europe/Berlin
ZOO;DE;Muehlheim An Der Ruhr;+01:00;Europe/Berlin
ZOT;DE;Neu-Ulm;+01:00;Europe/Berlin
ZOU;DE;Neuwied;+01:00;Europe/Berlin
ZOV;DE;Norderstedt;+01:00;Europe/Berlin
ZOW;DE;Nordhorn;+01:00;Europe/Berlin
ZOX;DE;Oberammergau;+01:00;Europe/Berlin
ZOY;DE;Oberhausen;+01:00;Europe/Berlin
ZOZ;DE;Offenbach A. Main;+01:00;Europe/Berlin
ZPA;DE;Offenburg;+01:00;Europe/Berlin
ZPD;DE;Oldenburg;+01:00;Europe/Berlin
ZPE;DE;Muenster/Osnabrueck;+01:00;Europe/Berlin
ZPF;DE;Passau;+01:00;Europe/Berlin
ZPI;DE;Pirmasens;+01:00;Europe/Berlin
ZPJ;DE;Ratingen;+01:00;Europe/Berlin
ZPL;DE;Recklinghausen;+01:00;Europe/Berlin
ZPM;DE;Regensburg;+01:00;Europe/Berlin
ZPP;DE;Reutlingen;+01:00;Europe/Berlin
ZPQ;DE;Rheine;+01:00;Europe/Berlin
ZPR;DE;Rosenheim;+01:00;Europe/Berlin
ZPV;DE;Schwaeb Gmuend;+01:00;Europe/Berlin
ZPW;DE;Schweinfurt;+01:00;Europe/Berlin
ZPY;DE;Siegburg;+01:00;Europe/Berlin
ZQA;DE;Singen;+01:00;Europe/Berlin
ZQC;DE;Speyer;+01:00;Europe/Berlin
ZQD;DE;Stade;+01:00;Europe/Berlin
ZQF;DE;Trier;+01:00;Europe/Berlin
ZQG;DE;Troisdorf;+01:00;Europe/Berlin
ZQH;DE;Tuebingen;+01:00;Europe/Berlin
ZQL;DE;Villingen-Schwenningen;+01:00;Europe/Berlin
ZQT;DE;Wolfenbuettel;+01:00;Europe/Berlin
ZQV;DE;Worms;+01:00;Europe/Berlin
ZQY;DE;Giessen;+01:00;Europe/Berlin
ZRC;ES;San Pedro De Alcantara;+01:00;Europe/Madrid
ZRE;GR;Rethymnon;+02:00;Europe/Athens
ZRH;CH;Zurich;+01:00;Europe/Zurich
ZRN;CH;Nyon;+01:00;Europe/Zurich
ZRO;IT;Reggio Nell'emilia;+01:00;Europe/Rome
ZRQ;CH;Sbb Rail Zone 1;+01:00;Europe/Zurich
ZRR;IT;Fiumicino;+01:00;Europe/Rome
ZRS;AT;Zuers/Lech;+01:00;Europe/Vienna
ZRW;DE;Rastatt;+01:00;Europe/Berlin
ZRY;DK;Herning;+01:00;Europe/Copenhagen
ZSC;DE;Schoena;+01:00;Europe/Berlin
ZSD;DE;Schwanheide;+01:00;Europe/Berlin
ZSG;DE;Sonneberg;+01:00;Europe/Berlin
ZSI;DE;Sassnitz;+01:00;Europe/Berlin
ZSK;DE;Pasewalk;+01:00;Europe/Berlin
ZSN;DE;Stendal;+01:00;Europe/Berlin
ZSO;DE;Suhl;+01:00;Europe/Berlin
ZSQ;DE;Salzwedel;+01:00;Europe/Berlin
ZSU;DE;Dessau;+01:00;Europe/Berlin
ZTH;GR;Zakinthos Island;+02:00;Europe/Athens
ZTK;CH;Thun;+01:00;Europe/Zurich
ZTQ;CH;Sbb Rail Zone 2;+01:00;Europe/Zurich
ZTR;UA;Zhytomyr;+02:00;Europe/Zaporozhye
ZTZ;DE;Chemnitz;+01:00;Europe/Berlin
ZVB;NO;Brumunddal;+01:00;Europe/Oslo
ZVD;NO;Drangedal;+01:00;Europe/Oslo
ZWD;DE;Warnemuende;+01:00;Europe/Berlin
ZWG;DE;Weingarten;+01:00;Europe/Berlin
ZWJ;NO;Haugastol;+01:00;Europe/Oslo
ZWK;PL;Suwalki;+01:00;Europe/Warsaw
ZWM;DE;Wismar;+01:00;Europe/Berlin
ZWN;DE;Wittenberge;+01:00;Europe/Berlin
ZWT;DE;Lutherstadt Wittenberg;+01:00;Europe/Berlin
ZWY;BE;Rail (Generic) - Belgium;+01:00;Europe/Brussels
ZWZ;NL;Rail (Generic);+01:00;Europe/Amsterdam
ZXB;NO;Jan Mayen;+01:00;Europe/Oslo
ZXC;NO;Bangsund;+01:00;Europe/Oslo
ZXD;NO;Vikna;+01:00;Europe/Oslo
ZXF;NO;Roervik;+01:00;Europe/Oslo
ZXG;NO;Gravvika;+01:00;Europe/Oslo
ZXH;NO;Sorfjord;+01:00;Europe/Oslo
ZXI;NO;Rodoy;+01:00;Europe/Oslo
ZXJ;NO;Fore;+01:00;Europe/Oslo
ZXK;NO;Basmoen;+01:00;Europe/Oslo
ZXL;NO;Skjerstad;+01:00;Europe/Oslo
ZXM;NO;Rognan;+01:00;Europe/Oslo
ZXN;NO;Leka;+01:00;Europe/Oslo
ZXO;NO;Fauske;+01:00;Europe/Oslo
ZXP;GB;Perth;+00:00;Europe/London
ZXQ;NO;Solstad;+01:00;Europe/Oslo
ZXR;NO;Hemnes;+01:00;Europe/Oslo
ZXU;NO;Rygge;+01:00;Europe/Oslo
